"Id","SalePrice"
1,559112.129933334
2,559112.129933334
3,559112.129933334
4,559112.129933334
5,559112.129933334
6,559112.129933334
7,559112.129933334
8,559112.129933334
9,559112.129933334
10,559112.129933334
11,559112.129933334
12,559112.129933334
13,559112.129933334
14,559112.129933334
15,559112.129933334
16,559112.129933334
17,559112.129933334
18,559112.129933334
19,559112.129933334
20,559112.129933334
21,559112.129933334
22,559112.129933334
23,559112.129933334
24,559112.129933334
25,559112.129933334
26,559112.129933334
27,559112.129933334
28,559112.129933334
29,559112.129933334
30,559112.129933334
31,559112.129933334
32,559112.129933334
33,559112.129933334
34,559112.129933334
35,559112.129933334
36,559112.129933334
37,559112.129933334
38,559112.129933334
39,559112.129933334
40,559112.129933334
41,559112.129933334
42,559112.129933334
43,559112.129933334
44,559112.129933334
45,559112.129933334
46,559112.129933334
47,559112.129933334
48,559112.129933334
49,559112.129933334
50,559112.129933334
51,559112.129933334
52,559112.129933334
53,559112.129933334
54,559112.129933334
55,559112.129933334
56,559112.129933334
57,559112.129933334
58,559112.129933334
59,559112.129933334
60,559112.129933334
61,559112.129933334
62,559112.129933334
63,559112.129933334
64,559112.129933334
65,559112.129933334
66,559112.129933334
67,559112.129933334
68,559112.129933334
69,559112.129933334
70,559112.129933334
71,559112.129933334
72,559112.129933334
73,559112.129933334
74,559112.129933334
75,559112.129933334
76,559112.129933334
77,559112.129933334
78,559112.129933334
79,559112.129933334
80,559112.129933334
81,559112.129933334
82,559112.129933334
83,559112.129933334
84,559112.129933334
85,559112.129933334
86,559112.129933334
87,559112.129933334
88,559112.129933334
89,559112.129933334
90,559112.129933334
91,559112.129933334
92,559112.129933334
93,559112.129933334
94,559112.129933334
95,559112.129933334
96,559112.129933334
97,559112.129933334
98,559112.129933334
99,559112.129933334
100,559112.129933334
101,559112.129933334
102,559112.129933334
103,559112.129933334
104,559112.129933334
105,559112.129933334
106,559112.129933334
107,559112.129933334
108,559112.129933334
109,559112.129933334
110,559112.129933334
111,559112.129933334
112,559112.129933334
113,559112.129933334
114,559112.129933334
115,559112.129933334
116,559112.129933334
117,559112.129933334
118,559112.129933334
119,559112.129933334
120,559112.129933334
121,559112.129933334
122,559112.129933334
123,559112.129933334
124,559112.129933334
125,559112.129933334
126,559112.129933334
127,559112.129933334
128,559112.129933334
129,559112.129933334
130,559112.129933334
131,559112.129933334
132,559112.129933334
133,559112.129933334
134,559112.129933334
135,559112.129933334
136,559112.129933334
137,559112.129933334
138,559112.129933334
139,559112.129933334
140,559112.129933334
141,559112.129933334
142,559112.129933334
143,559112.129933334
144,559112.129933334
145,559112.129933334
146,559112.129933334
147,559112.129933334
148,559112.129933334
149,559112.129933334
150,559112.129933334
151,559112.129933334
152,559112.129933334
153,559112.129933334
154,559112.129933334
155,559112.129933334
156,559112.129933334
157,559112.129933334
158,559112.129933334
159,559112.129933334
160,559112.129933334
161,559112.129933334
162,559112.129933334
163,559112.129933334
164,559112.129933334
165,559112.129933334
166,559112.129933334
167,559112.129933334
168,559112.129933334
169,559112.129933334
170,559112.129933334
171,559112.129933334
172,559112.129933334
173,559112.129933334
174,559112.129933334
175,559112.129933334
176,559112.129933334
177,559112.129933334
178,559112.129933334
179,559112.129933334
180,559112.129933334
181,559112.129933334
182,559112.129933334
183,559112.129933334
184,559112.129933334
185,559112.129933334
186,559112.129933334
187,559112.129933334
188,559112.129933334
189,559112.129933334
190,559112.129933334
191,559112.129933334
192,559112.129933334
193,559112.129933334
194,559112.129933334
195,559112.129933334
196,559112.129933334
197,559112.129933334
198,559112.129933334
199,559112.129933334
200,559112.129933334
201,559112.129933334
202,559112.129933334
203,559112.129933334
204,559112.129933334
205,559112.129933334
206,559112.129933334
207,559112.129933334
208,559112.129933334
209,559112.129933334
210,559112.129933334
211,559112.129933334
212,559112.129933334
213,559112.129933334
214,559112.129933334
215,559112.129933334
216,559112.129933334
217,559112.129933334
218,559112.129933334
219,559112.129933334
220,559112.129933334
221,559112.129933334
222,559112.129933334
223,559112.129933334
224,559112.129933334
225,559112.129933334
226,559112.129933334
227,559112.129933334
228,559112.129933334
229,559112.129933334
230,559112.129933334
231,559112.129933334
232,559112.129933334
233,559112.129933334
234,559112.129933334
235,559112.129933334
236,559112.129933334
237,559112.129933334
238,559112.129933334
239,559112.129933334
240,559112.129933334
241,559112.129933334
242,559112.129933334
243,559112.129933334
244,559112.129933334
245,559112.129933334
246,559112.129933334
247,559112.129933334
248,559112.129933334
249,559112.129933334
250,559112.129933334
251,559112.129933334
252,559112.129933334
253,559112.129933334
254,559112.129933334
255,559112.129933334
256,559112.129933334
257,559112.129933334
258,559112.129933334
259,559112.129933334
260,559112.129933334
261,559112.129933334
262,559112.129933334
263,559112.129933334
264,559112.129933334
265,559112.129933334
266,559112.129933334
267,559112.129933334
268,559112.129933334
269,559112.129933334
270,559112.129933334
271,559112.129933334
272,559112.129933334
273,559112.129933334
274,559112.129933334
275,559112.129933334
276,559112.129933334
277,559112.129933334
278,559112.129933334
279,559112.129933334
280,559112.129933334
281,559112.129933334
282,559112.129933334
283,559112.129933334
284,559112.129933334
285,559112.129933334
286,559112.129933334
287,559112.129933334
288,559112.129933334
289,559112.129933334
290,559112.129933334
291,559112.129933334
292,559112.129933334
293,559112.129933334
294,559112.129933334
295,559112.129933334
296,559112.129933334
297,559112.129933334
298,559112.129933334
299,559112.129933334
300,559112.129933334
301,559112.129933334
302,559112.129933334
303,559112.129933334
304,559112.129933334
305,559112.129933334
306,559112.129933334
307,559112.129933334
308,559112.129933334
309,559112.129933334
310,559112.129933334
311,559112.129933334
312,559112.129933334
313,559112.129933334
314,559112.129933334
315,559112.129933334
316,559112.129933334
317,559112.129933334
318,559112.129933334
319,559112.129933334
320,559112.129933334
321,559112.129933334
322,559112.129933334
323,559112.129933334
324,559112.129933334
325,559112.129933334
326,559112.129933334
327,559112.129933334
328,559112.129933334
329,559112.129933334
330,559112.129933334
331,559112.129933334
332,559112.129933334
333,559112.129933334
334,559112.129933334
335,559112.129933334
336,559112.129933334
337,559112.129933334
338,559112.129933334
339,559112.129933334
340,559112.129933334
341,559112.129933334
342,559112.129933334
343,559112.129933334
344,559112.129933334
345,559112.129933334
346,559112.129933334
347,559112.129933334
348,559112.129933334
349,559112.129933334
350,559112.129933334
351,559112.129933334
352,559112.129933334
353,559112.129933334
354,559112.129933334
355,559112.129933334
356,559112.129933334
357,559112.129933334
358,559112.129933334
359,559112.129933334
360,559112.129933334
361,559112.129933334
362,559112.129933334
363,559112.129933334
364,559112.129933334
365,559112.129933334
366,559112.129933334
367,559112.129933334
368,559112.129933334
369,559112.129933334
370,559112.129933334
371,559112.129933334
372,559112.129933334
373,559112.129933334
374,559112.129933334
375,559112.129933334
376,559112.129933334
377,559112.129933334
378,559112.129933334
379,559112.129933334
380,559112.129933334
381,559112.129933334
382,559112.129933334
383,559112.129933334
384,559112.129933334
385,559112.129933334
386,559112.129933334
387,559112.129933334
388,559112.129933334
389,559112.129933334
390,559112.129933334
391,559112.129933334
392,559112.129933334
393,559112.129933334
394,559112.129933334
395,559112.129933334
396,559112.129933334
397,559112.129933334
398,559112.129933334
399,559112.129933334
400,559112.129933334
401,559112.129933334
402,559112.129933334
403,559112.129933334
404,559112.129933334
405,559112.129933334
406,559112.129933334
407,559112.129933334
408,559112.129933334
409,559112.129933334
410,559112.129933334
411,559112.129933334
412,559112.129933334
413,559112.129933334
414,559112.129933334
415,559112.129933334
416,559112.129933334
417,559112.129933334
418,559112.129933334
419,559112.129933334
420,559112.129933334
421,559112.129933334
422,559112.129933334
423,559112.129933334
424,559112.129933334
425,559112.129933334
426,559112.129933334
427,559112.129933334
428,559112.129933334
429,559112.129933334
430,559112.129933334
431,559112.129933334
432,559112.129933334
433,559112.129933334
434,559112.129933334
435,559112.129933334
436,559112.129933334
437,559112.129933334
438,559112.129933334
439,559112.129933334
440,559112.129933334
441,559112.129933334
442,559112.129933334
443,559112.129933334
444,559112.129933334
445,559112.129933334
446,559112.129933334
447,559112.129933334
448,559112.129933334
449,559112.129933334
450,559112.129933334
451,559112.129933334
452,559112.129933334
453,559112.129933334
454,559112.129933334
455,559112.129933334
456,559112.129933334
457,559112.129933334
458,559112.129933334
459,559112.129933334
460,559112.129933334
461,559112.129933334
462,558414.160333334
463,558414.160333334
464,558414.160333334
465,558414.160333334
466,558414.160333334
467,558414.160333334
468,558414.160333334
469,558414.160333334
470,558414.160333334
471,558414.160333334
472,558414.160333334
473,558414.160333334
474,558414.160333334
475,558414.160333334
476,558414.160333334
477,558414.160333334
478,558414.160333334
479,558414.160333334
480,558414.160333334
481,558414.160333334
482,558414.160333334
483,558414.160333334
484,558414.160333334
485,558414.160333334
486,558414.160333334
487,558414.160333334
488,558414.160333334
489,558414.160333334
490,558414.160333334
491,558414.160333334
492,558414.160333334
493,558414.160333334
494,558414.160333334
495,558414.160333334
496,558414.160333334
497,558414.160333334
498,558414.160333334
499,558414.160333334
500,558414.160333334
501,558414.160333334
502,558414.160333334
503,558414.160333334
504,558414.160333334
505,558414.160333334
506,558414.160333334
507,558414.160333334
508,558414.160333334
509,558414.160333334
510,558414.160333334
511,558414.160333334
512,558414.160333334
